,Player,Position,BTklInt,CTkl,BClr,BSh,BPass,TCmp,LCmp,LAtt,LPrgP,LFTP,CaPrgC,Def_3rd,Mid_3rd,Att_3rd,Live,PrgC,PrgP,90s,ADWonp,ADWon
455,Daniele Rugani,centre-back,14,4,32,5,2,231,17,33,5,7,2,204,112,9,325,2,5,6.3,55.00000000000001,11
456,Víctor Ruiz,centre-back,11,3,34,7,3,213,18,37,10,11,4,180,128,8,315,4,10,6.2,70.83333333333334,17
457,Franco Russo,centre-back,5,0,5,0,5,46,7,13,1,4,0,47,28,3,78,0,1,1.6,60.0,3
458,Frederik Rønnow,centre-back,0,0,9,0,0,888,308,696,0,69,0,1318,23,0,1340,0,0,29.0,83.33333333333334,10
459,Mamadou Sakho,centre-back,17,3,35,12,5,397,21,39,33,15,0,239,293,8,539,0,33,8.5,55.00000000000001,22
460,Kike Salas,centre-back,6,0,23,3,1,177,18,32,14,9,3,133,112,10,255,3,14,4.1,60.0,9
461,William Saliba,centre-back,53,15,85,10,3,1698,108,144,99,111,13,905,1094,64,2056,13,99,26.8,55.208333333333336,53
462,Mohammed Salisu,centre-back,82,24,122,25,31,879,86,209,82,80,5,755,635,124,1504,5,82,21.9,67.90123456790124,55
463,Yoann Salmier,centre-back,90,21,124,19,15,1198,121,235,121,108,24,871,821,89,1764,24,121,29.4,62.7906976744186,54
464,Davinson Sánchez,centre-back,36,14,41,10,6,515,24,52,35,35,5,364,310,46,719,5,35,9.5,63.63636363636363,28
465,Javi Sánchez,centre-back,89,17,116,22,10,962,131,228,74,65,21,838,577,41,1444,21,74,26.6,50.54945054945055,46
466,Malang Sarr,centre-back,21,1,29,7,4,460,74,95,59,55,5,210,366,17,590,5,59,8.0,62.5,15
467,Esteban Saveljich,centre-back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
468,Stefan Savić,centre-back,72,26,67,8,9,1001,107,150,74,61,20,647,636,35,1317,20,74,21.6,65.11627906976744,56
469,Giorgio Scalvini,centre-back,110,29,57,13,23,1205,90,184,158,133,22,687,861,226,1762,22,158,25.9,56.97674418604651,49
470,Fabian Schär,centre-back,99,24,139,19,15,1423,199,386,139,142,27,1101,938,213,2235,27,139,35.6,67.06586826347305,112
471,Keven Schlotterbeck,centre-back,33,9,51,6,6,214,29,67,21,15,1,236,183,31,448,1,21,8.4,58.06451612903226,36
472,Nico Schlotterbeck,centre-back,91,37,71,21,17,1648,215,335,159,137,39,988,1097,111,2173,39,159,25.0,64.51612903225806,60
473,Kenneth Schmidt,centre-back,6,5,2,2,2,166,16,25,13,13,5,79,119,12,208,5,13,2.8,50.0,4
474,Perr Schuurs,centre-back,79,14,102,16,12,1058,108,142,56,35,14,759,671,67,1479,14,56,25.8,55.04587155963303,60
475,Alidu Seidu,centre-back,104,31,50,14,14,1152,110,184,65,52,27,710,805,158,1646,27,65,27.3,74.28571428571429,26
476,Marcos Senesi,centre-back,93,23,146,20,18,1064,137,245,66,86,9,1037,568,57,1647,9,66,27.7,54.16666666666666,26
477,Thiago Silva,centre-back,75,21,111,29,9,1856,172,258,104,115,8,1167,1081,58,2302,8,104,26.1,72.61904761904762,61
478,Mohamed Simakan,centre-back,37,14,55,4,17,901,65,120,88,81,32,434,668,211,1301,32,88,16.2,60.31746031746032,38
479,Simo,centre-back,3,2,3,4,1,58,6,7,11,11,2,32,46,2,79,2,11,1.6,33.33333333333333,2
480,Leo Skiri Østigård,centre-back,10,1,18,3,0,306,41,55,23,26,5,176,209,17,401,5,23,4.7,81.08108108108108,30
481,Milan Škriniar,centre-back,42,18,46,13,5,1275,103,144,81,79,16,741,721,90,1546,16,81,19.7,48.57142857142857,17
482,Chris Smalling,centre-back,69,13,123,36,15,1173,113,162,51,35,5,977,637,52,1657,5,51,31.2,74.73684210526315,71
483,Hrvoje Smolčić,centre-back,14,5,38,4,7,287,23,45,18,8,0,234,188,12,432,0,18,5.2,67.5,27
484,Nikola Soldo,centre-back,22,7,28,6,1,270,35,72,15,11,3,230,182,13,421,3,15,6.6,43.75,7
485,Joaquin Sosa,centre-back,12,4,31,3,2,308,43,73,13,22,6,243,195,8,445,6,13,7.6,53.84615384615385,14
486,Adama Soumaoro,centre-back,40,5,75,13,5,996,78,95,50,28,7,649,557,23,1226,7,50,20.7,67.3913043478261,31
487,Harry Souttar,centre-back,27,7,45,12,4,448,34,76,29,39,6,365,282,20,663,6,29,11.0,86.36363636363636,38
488,Çağlar Söyüncü,centre-back,21,7,30,8,1,241,22,48,12,9,5,226,147,12,382,5,12,5.9,60.0,24
489,Niklas Stark,centre-back,93,27,110,13,11,1027,145,229,65,57,9,812,673,39,1516,9,65,23.1,45.91836734693878,45
490,Jack Stephens,centre-back,34,7,55,17,7,469,54,95,37,40,10,372,292,36,698,10,37,13.5,47.22222222222222,17
491,John Stones,centre-back,32,7,40,10,7,1453,99,124,101,109,28,544,942,210,1690,28,101,20.5,67.3469387755102,33
492,Pascal Struijk,centre-back,116,49,70,12,20,1046,51,104,119,90,24,538,708,379,1619,24,119,24.4,58.252427184466015,60
493,Mario Suárez,centre-back,0,0,0,0,1,2,0,0,0,0,0,1,3,0,4,0,0,0.1,0.0,0
494,Niklas Süle,centre-back,42,14,53,19,9,1677,211,260,137,116,37,811,1013,217,2031,37,137,23.5,65.3061224489796,32
495,Jonathan Tah,centre-back,65,12,118,18,12,1455,137,196,56,59,8,952,915,40,1895,8,56,27.6,55.33980582524271,57
496,Montassar Talbi,centre-back,93,22,190,34,21,1753,113,218,61,40,13,1500,847,28,2365,13,61,38.0,65.69343065693431,90
497,Japhet Tanganga,centre-back,5,1,8,0,1,82,5,7,5,4,1,48,59,3,109,1,5,1.6,75.0,6
498,Edmond Tapsoba,centre-back,87,30,109,17,23,1891,199,322,169,154,40,1143,1286,109,2520,40,169,31.9,56.12244897959183,55
499,James Tarkowski,centre-back,102,20,201,78,21,1322,167,297,106,98,13,1090,926,113,2119,13,106,38.0,71.42857142857143,120
500,Enzo Tchato,centre-back,33,13,33,2,15,414,19,53,34,26,25,190,301,204,687,25,34,12.2,51.51515151515152,17
501,Arthur Theate,centre-back,59,17,114,14,12,2296,266,366,248,216,37,1081,1644,141,2856,37,248,34.7,64.81481481481481,70
502,Malick Thiaw,centre-back,55,12,89,8,7,1040,123,168,70,57,7,651,675,48,1367,7,70,18.1,66.66666666666666,62
503,Jean-Clair Todibo,centre-back,117,41,110,19,22,1931,161,289,153,137,21,1267,1222,57,2514,21,153,31.9,57.35294117647059,39
504,Rafael Tolói,centre-back,126,35,88,18,24,1351,145,290,148,126,21,834,922,297,2031,21,148,30.9,56.57894736842105,43
505,James Tomkins,centre-back,9,1,19,2,1,138,12,27,2,2,1,142,59,7,208,1,2,3.8,50.0,6
506,Fikayo Tomori,centre-back,99,22,88,25,21,1697,242,324,122,91,26,1089,1078,63,2218,26,122,30.7,67.3913043478261,62
507,Lorenzo Tonelli,centre-back,0,0,0,0,0,5,1,2,0,0,0,4,4,0,8,0,0,0.2,0.0,0
508,David Torres,centre-back,4,1,8,2,2,184,14,32,11,8,2,105,137,14,254,2,11,4.3,50.0,9
509,Pau Torres,centre-back,56,23,146,27,9,1855,262,414,197,187,76,1186,1174,154,2495,76,197,33.9,55.140186915887845,59
510,Almamy Touré,centre-back,23,5,8,2,7,188,17,28,17,11,2,114,146,26,286,2,17,4.4,56.00000000000001,14
511,Souleymane Touré,centre-back,57,17,61,12,21,713,77,108,47,44,12,511,462,52,1012,12,47,18.4,71.42857142857143,25
512,William Troost-Ekong,centre-back,17,6,10,4,3,148,13,24,6,1,1,128,94,5,226,1,6,4.9,66.66666666666666,18
513,Alessandro Tuia,centre-back,25,3,29,1,2,142,26,58,20,15,1,136,127,7,267,1,20,5.7,41.66666666666667,10
514,Tuta,centre-back,102,33,134,14,33,1486,161,314,107,94,23,1047,1111,114,2246,23,107,30.2,45.535714285714285,51
515,Samuel Umtiti,centre-back,78,18,79,14,12,724,97,159,56,47,12,538,543,37,1107,12,56,23.5,56.66666666666666,34
516,Dayot Upamecano,centre-back,92,28,71,6,20,2101,246,333,169,205,31,1177,1314,92,2569,31,169,26.1,50.0,47
517,Filip Uremović,centre-back,74,14,88,13,5,514,27,74,17,16,3,514,338,33,882,3,17,19.2,59.13978494623656,55
518,Martin Valjent,centre-back,64,19,137,21,18,885,105,213,57,59,15,759,594,62,1405,15,57,29.5,53.96825396825397,34
519,Jesús Vallejo,centre-back,0,0,0,0,0,12,1,1,0,1,0,9,3,2,14,0,0,0.2,0.0,0
520,Virgil van Dijk,centre-back,58,8,138,16,8,2345,244,344,127,156,10,1327,1427,128,2876,10,127,31.5,74.24242424242425,98
521,Raphaël Varane,centre-back,35,7,91,17,7,954,72,128,63,82,17,611,631,54,1293,17,63,21.2,72.41379310344827,42
522,Johan Vásquez,centre-back,86,18,93,20,7,632,46,114,48,39,18,587,401,82,1060,18,48,20.1,44.303797468354425,35
523,Miloš Veljković,centre-back,63,18,103,16,16,1145,202,326,81,76,5,935,679,39,1645,5,81,25.2,56.310679611650485,58
524,Micky van de Ven,centre-back,71,28,108,24,18,1541,145,236,111,98,43,981,935,141,2043,43,111,33.0,52.23880597014925,35
525,Gonzalo Verdú,centre-back,20,4,33,6,2,269,31,70,13,8,0,238,167,16,418,0,13,7.8,65.11627906976744,28
526,João Victor,centre-back,34,12,30,1,10,347,39,64,40,19,17,188,281,80,539,17,40,9.4,64.70588235294117,11
527,Clément Vidal,centre-back,52,18,73,16,11,604,109,177,61,52,3,498,450,33,970,3,61,21.1,65.78947368421053,50
528,Mattia Viti,centre-back,12,2,22,3,6,303,22,43,19,14,1,222,189,15,424,1,19,7.0,65.0,13
529,Daniel Vivian,centre-back,81,36,90,14,13,1165,191,311,124,118,25,804,857,71,1719,25,124,26.4,42.10526315789473,40
530,Kevin Vogt,centre-back,41,9,67,11,7,1033,171,242,104,88,16,693,636,28,1352,16,104,19.7,44.0,11
531,Stefan de Vrij,centre-back,68,8,80,10,8,1078,67,111,55,42,13,709,681,35,1423,13,55,21.6,73.21428571428571,82
532,Sebastian Walukiewicz,centre-back,16,4,30,9,1,345,40,67,13,13,6,298,156,6,459,6,13,6.7,36.36363636363637,4
533,Adam Webster,centre-back,41,11,55,19,11,1514,125,178,119,120,19,819,969,108,1888,19,119,22.1,68.96551724137932,60
534,Mateusz Wieteska,centre-back,97,19,97,28,16,1344,128,239,99,80,15,1017,868,57,1925,15,99,34.6,65.54621848739495,78
535,Frederik Winther,centre-back,2,0,7,1,0,22,4,8,1,1,0,31,16,2,49,0,1,1.0,66.66666666666666,6
536,Przemysław Wiśniewski,centre-back,24,6,66,8,8,417,51,91,24,22,2,389,215,33,635,2,24,11.1,71.42857142857143,40
537,Maximilian Wöber,centre-back,52,16,67,14,18,483,50,122,54,63,15,381,400,81,858,15,54,14.1,56.25,27
538,Christopher Wooh,centre-back,22,9,50,5,6,571,65,85,38,24,6,291,421,15,725,6,38,11.2,63.63636363636363,21
539,Joe Worrall,centre-back,79,25,111,23,10,891,143,250,67,75,5,813,524,75,1408,5,67,24.7,62.5,55
540,Jawad El Yamiq,centre-back,54,6,101,19,8,745,110,188,55,48,21,613,519,45,1163,21,55,17.9,62.68656716417911,42
541,Leny Yoro,centre-back,29,4,27,1,5,514,55,79,15,11,0,293,348,4,641,0,15,8.5,60.0,12
542,Maya Yoshida,centre-back,80,18,132,29,11,1071,163,326,85,70,7,997,678,56,1716,7,85,28.4,66.4,83
543,Illia Zabarnyi,centre-back,7,3,14,2,5,184,14,20,11,13,1,159,74,2,234,1,11,3.3,25.0,1
544,Dan-Axel Zagadou,centre-back,35,5,81,16,3,841,124,171,44,45,3,631,497,28,1150,3,44,14.1,72.6027397260274,53
545,Nathan Zeze,centre-back,3,1,1,0,0,18,1,2,0,1,0,15,15,0,30,0,0,0.7,50.0,1
546,David Zima,centre-back,18,3,11,2,5,154,12,20,12,6,3,114,121,12,245,3,12,4.5,62.5,15
547,Kurt Zouma,centre-back,39,5,120,14,3,701,79,129,31,19,3,654,364,35,1050,3,31,22.1,80.88235294117648,55
548,Igor Zubeldia,centre-back,56,25,93,17,6,1329,149,231,128,79,14,820,912,48,1772,14,128,28.2,53.09734513274337,60
