Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef
1499,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Benjamin Lecomte,FRA,GK,"Espanyol,Montpellier","La Liga,Ligue 1",31,1991,29,7,0.24137931,6,1,0,0,0,0,1,0.034482759,1,0,0,0,0,0
1502,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34,10,0.294117647,6,3,0,0,1,0,1,0.029411765,0,0,0,0,1,0
1503,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,30.7,56,1.824104235,42,2,2,6,1,3,7,0.228013029,5,0,0,1,0,1
1504,Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,25,20,0.8,15,0,0,1,3,1,4,0.16,3,0,0,0,1,0
1505,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,7.4,5,0.675675676,5,0,0,0,0,0,1,0.135135135,1,0,0,0,0,0
1506,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,20,0.701754386,17,0,1,2,0,0,1,0.035087719,0,0,0,1,0,0
1507,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,30,2.040816327,24,4,1,0,1,0,3,0.204081633,2,1,0,0,0,0
1508,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,45,3.237410072,33,5,3,1,1,2,7,0.503597122,4,0,1,1,0,1
1509,Félix Lemaréchal,FRA,MF,Brest,Ligue 1,18,2003,3.2,12,3.75,10,1,1,0,0,0,0,0,0,0,0,0,0,0
1510,Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,0.3,1,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,Mario Lemina,GAB,MF,"Wolves,Nice","Premier League,Ligue 1",28,1993,23.7,20,0.843881857,17,0,0,0,0,3,3,0.126582278,1,0,0,0,0,1
1513,Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,20,2002,1.5,7,4.666666667,4,0,2,1,0,0,0,0,0,0,0,0,0,0
1514,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,22.4,23,1.026785714,20,1,0,0,1,1,5,0.223214286,5,0,0,0,0,0
1515,Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36,2,0.055555556,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,14.3,41,2.867132867,25,14,1,1,0,0,5,0.34965035,4,1,0,0,0,0
1517,Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,Sergio León,ESP,FW,Valladolid,La Liga,33,1989,14.8,26,1.756756757,17,2,2,3,2,0,3,0.202702703,2,0,0,1,0,0
1519,Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,21.5,35,1.627906977,26,0,0,4,3,2,4,0.186046512,2,0,0,1,1,0
1520,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24,1998,27.3,50,1.831501832,40,0,1,4,3,2,4,0.146520147,1,0,0,3,0,0
1521,Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,36.1,47,1.301939058,42,2,0,2,1,0,1,0.027700831,1,0,0,0,0,0
1522,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,5,0.160771704,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,13.2,31,2.348484848,24,0,1,4,1,1,7,0.53030303,7,0,0,0,0,0
1524,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,Ruan Levine,BRA,"MF,FW",Ajaccio,Ligue 1,23,1999,0.3,3,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1526,Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,31.6,91,2.879746835,68,1,6,12,4,0,16,0.506329114,10,0,1,5,0,0
1527,Jamie Leweling,GER,"FW,MF",Union Berlin,Bundesliga,21,2001,2.9,10,3.448275862,5,0,2,2,1,0,2,0.689655172,1,0,0,1,0,0
1528,Jamal Lewis,NIR,"DF,FW",Newcastle Utd,Premier League,24,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,17,2004,10,27,2.7,24,1,0,1,1,0,0,0,0,0,0,0,0,0
1530,Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,21,2001,3.6,8,2.222222222,2,0,2,4,0,0,2,0.555555556,0,0,0,2,0,0
1531,Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,34,1988,17.1,56,3.274853801,30,23,0,1,0,2,1,0.058479532,1,0,0,0,0,0
1532,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,27.8,20,0.71942446,16,0,1,3,0,0,2,0.071942446,2,0,0,0,0,0
1533,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,25,0.936329588,21,0,0,4,0,0,3,0.112359551,0,0,0,3,0,0
1534,Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,0.4,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1535,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,15.2,6,0.394736842,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,22,2000,18.7,55,2.941176471,25,7,8,10,4,1,10,0.534759358,2,0,4,3,1,0
1537,Karol Linetty,POL,MF,Torino,Serie A,27,1995,21,41,1.952380952,32,4,1,1,2,1,1,0.047619048,1,0,0,0,0,0
1538,Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,29,1992,10.3,25,2.427184466,18,1,2,3,1,0,2,0.194174757,1,0,0,1,0,0
1539,Pol Lirola,ESP,DF,Elche,La Liga,24,1997,7,19,2.714285714,18,0,1,0,0,0,0,0,0,0,0,0,0,0
1540,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,0.9,1,1.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,19,56,2.947368421,47,1,2,5,1,0,6,0.315789474,6,0,0,0,0,0
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Diego Llorente,ESP,DF,"Leeds United,Roma","Premier League,Serie A",28,1993,13.6,10,0.735294118,9,0,0,1,0,0,1,0.073529412,1,0,0,0,0,0
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,18.9,60,3.174603175,54,1,0,2,1,2,3,0.158730159,3,0,0,0,0,0
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,5,0.204081633,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,12.5,60,4.8,45,4,2,4,5,0,3,0.24,3,0,0,0,0,0
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,70,2.028985507,58,1,1,2,5,3,8,0.231884058,6,1,0,1,0,0
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,56,2.058823529,46,3,2,3,1,1,7,0.257352941,5,0,1,0,1,0
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,14,0.68627451,10,0,1,2,0,1,2,0.098039216,1,0,0,1,0,0
1553,Bradley Locko,FRA,DF,"Reims,Brest",Ligue 1,20,2002,14.8,26,1.756756757,22,1,1,0,1,1,0,0,0,0,0,0,0,0
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,30,1.219512195,22,6,0,1,1,0,4,0.162601626,3,0,0,1,0,0
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,17.1,36,2.105263158,31,0,3,1,1,0,4,0.233918129,4,0,0,0,0,0
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28,62,2.214285714,46,1,2,7,6,0,6,0.214285714,4,0,0,1,1,0
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,19.2,87,4.53125,60,6,10,5,5,1,12,0.625,8,0,1,2,1,0
1559,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,31.3,1,0.031948882,1,0,0,0,0,0,1,0.031948882,1,0,0,0,0,0
1560,Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,26,1995,26.1,94,3.601532567,47,27,8,10,2,0,8,0.30651341,4,2,0,2,0,0
1561,David López,ESP,DF,Girona,La Liga,32,1989,18.4,11,0.597826087,10,0,0,0,0,1,2,0.108695652,2,0,0,0,0,0
1562,Diego López,ESP,GK,Rayo Vallecano,La Liga,40,1981,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,Diego López,ESP,"FW,MF",Valencia,La Liga,20,2002,5,21,4.2,16,0,0,4,1,0,2,0.4,2,0,0,0,0,0
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,25.5,73,2.862745098,64,6,1,2,0,0,4,0.156862745,3,0,0,1,0,0
1565,Pau López,ESP,GK,Marseille,Ligue 1,27,1994,32.5,6,0.184615385,4,2,0,0,0,0,2,0.061538462,1,1,0,0,0,0
1566,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,13.9,48,3.45323741,35,9,0,1,2,1,3,0.215827338,3,0,0,0,0,0
1567,Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,15.3,36,2.352941176,26,2,1,3,4,0,4,0.261437908,2,0,0,0,2,0
1568,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,30.2,41,1.357615894,32,0,0,4,2,3,6,0.198675497,5,0,0,1,0,0
1569,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,27.3,55,2.014652015,44,4,1,2,2,2,5,0.183150183,5,0,0,0,0,0
1570,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,16.2,10,0.617283951,6,0,0,4,0,0,0,0,0,0,0,0,0,0
1572,Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,25.9,87,3.359073359,53,18,4,9,2,1,9,0.347490347,6,1,1,1,0,0
1573,Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,16,34,2.125,20,0,7,5,2,0,5,0.3125,2,0,1,1,1,0
1575,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,17.8,68,3.820224719,52,0,7,4,2,3,8,0.449438202,7,0,0,1,0,0
1576,Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,3.2,5,1.5625,4,0,0,1,0,0,0,0,0,0,0,0,0,0
1578,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,32.2,30,0.931677019,25,0,0,3,1,1,6,0.186335404,5,0,0,0,1,0
1579,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,30.1,94,3.122923588,70,13,4,3,4,0,7,0.23255814,4,1,0,1,1,0
1580,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35,1987,13.5,29,2.148148148,19,0,5,4,1,0,4,0.296296296,2,0,0,2,0,0
1581,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,8.4,9,1.071428571,7,0,1,1,0,0,2,0.238095238,1,0,0,1,0,0
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,32.5,96,2.953846154,61,26,4,1,1,3,12,0.369230769,9,1,0,0,0,2
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,18.4,73,3.967391304,59,0,6,5,3,0,11,0.597826087,9,0,2,0,0,0
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,33.2,17,0.512048193,17,0,0,0,0,0,3,0.090361446,3,0,0,0,0,0
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,26.6,85,3.195488722,48,10,16,2,7,2,9,0.338345865,5,1,1,1,1,0
1586,Saša Lukić,SRB,MF,"Fulham,Torino","Premier League,Serie A",25,1996,17.9,49,2.737430168,39,3,0,2,3,1,3,0.167597765,2,0,0,0,0,1
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,34.8,12,0.344827586,10,1,0,1,0,0,2,0.057471264,2,0,0,0,0,0
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,13.1,9,0.687022901,6,1,1,1,0,0,0,0,0,0,0,0,0,0
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,12.3,29,2.357723577,19,6,1,2,1,0,2,0.162601626,0,2,0,0,0,0
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,12,29,2.416666667,19,5,0,0,5,0,2,0.166666667,1,0,0,0,1,0
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,1.8,2,1.111111111,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,32.1,106,3.302180685,76,7,9,8,4,2,8,0.249221184,7,0,1,0,0,0
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,24.3,42,1.728395062,26,4,2,0,8,2,6,0.24691358,3,2,0,0,0,1
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,6.7,20,2.985074627,13,0,2,2,3,0,1,0.149253731,1,0,0,0,0,0
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,27.6,138,5,76,29,12,7,12,2,13,0.471014493,10,1,1,0,1,0
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,7.1,24,3.38028169,19,0,4,1,0,0,1,0.14084507,1,0,0,0,0,0
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,33.1,62,1.873111782,43,10,3,1,5,0,6,0.181268882,4,0,0,1,1,0
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,10,9,0.9,7,1,0,1,0,0,0,0,0,0,0,0,0,0
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,9.9,14,1.414141414,11,0,0,2,1,0,1,0.101010101,1,0,0,0,0,0
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,17,13,0.764705882,11,0,1,1,0,0,2,0.117647059,1,0,1,0,0,0
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,18.8,34,1.808510638,29,0,2,2,0,1,5,0.265957447,3,0,0,1,0,1
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,26.7,47,1.760299625,39,0,1,1,2,4,3,0.112359551,3,0,0,0,0,0
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,8.5,5,0.588235294,5,0,0,0,0,0,1,0.117647059,1,0,0,0,0,0
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,0.7,4,5.714285714,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,21.3,116,5.44600939,74,17,7,10,6,2,21,0.985915493,13,2,2,3,0,1
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,21.8,42,1.926605505,25,8,0,3,3,3,5,0.229357798,2,0,0,2,0,1
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22,3,0.136363636,3,0,0,0,0,0,1,0.045454545,1,0,0,0,0,0
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,24.9,71,2.851405622,54,5,5,5,1,1,12,0.481927711,9,0,2,0,1,0
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,0.1,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,15.6,24,1.538461538,22,0,1,0,1,0,2,0.128205128,1,0,0,0,1,0
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,18.5,79,4.27027027,53,8,3,6,8,1,6,0.324324324,3,2,0,0,1,0
1617,Jean-Victor Makengo,FRA,MF,"Udinese,Lorient","Serie A,Ligue 1",24,1998,20.7,37,1.787439614,28,0,4,1,3,1,1,0.048309179,1,0,0,0,0,0
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,2.2,2,0.909090909,1,0,0,0,1,0,1,0.454545455,0,0,0,0,1,0
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,22.8,30,1.315789474,25,0,0,3,1,1,1,0.043859649,1,0,0,0,0,0
1621,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,22,1999,15.5,19,1.225806452,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,Lorenzo Malagrida,ITA,"MF,DF",Sampdoria,Serie A,18,2003,1.2,2,1.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,20,2001,7,22,3.142857143,10,1,5,2,4,0,0,0,0,0,0,0,0,0
1624,Youssef Maleh,MAR,MF,"Fiorentina,Lecce",Serie A,23,1998,10.8,18,1.666666667,15,1,0,1,1,0,1,0.092592593,1,0,0,0,0,0
1626,Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,19,80,4.210526316,50,9,12,4,5,0,14,0.736842105,9,0,3,1,1,0
1627,Ruslan Malinovskyi,UKR,"MF,FW","Atalanta,Marseille","Serie A,Ligue 1",29,1993,19.7,83,4.21319797,46,16,5,7,8,1,7,0.355329949,2,0,0,3,0,0
1629,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,24,50,2.083333333,41,4,1,3,1,0,6,0.25,5,1,0,0,0,0
1630,Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38,4,0.105263158,1,3,0,0,0,0,1,0.026315789,0,1,0,0,0,0
1632,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,31.8,37,1.163522013,30,1,0,4,1,1,3,0.094339623,2,0,0,0,1,0
1634,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,33.5,5,0.149253731,5,0,0,0,0,0,2,0.059701493,2,0,0,0,0,0
1635,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,20.6,23,1.116504854,21,0,0,0,1,1,1,0.048543689,1,0,0,0,0,0
1636,Aïssa Mandi,ALG,DF,Villarreal,La Liga,30,1991,16.2,9,0.555555556,8,1,0,0,0,0,2,0.12345679,2,0,0,0,0,0
1637,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,21.7,87,4.00921659,59,19,0,6,2,1,8,0.368663594,5,1,0,1,1,0
1638,Sadio Mané,SEN,"FW,MF",Bayern Munich,Bundesliga,30,1992,15.8,61,3.860759494,44,0,4,9,4,0,11,0.696202532,8,0,1,2,0,0
1639,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,17.2,13,0.755813953,11,0,0,0,2,0,1,0.058139535,1,0,0,0,0,0
1640,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,14.8,42,2.837837838,16,24,0,1,1,0,1,0.067567568,1,0,0,0,0,0
1641,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,0.4,1,2.5,0,0,0,0,0,1,1,2.5,0,0,0,0,0,1
1643,Myziane Maolida,FRA,"MF,FW","Reims,Hertha BSC","Ligue 1,Bundesliga",23,1999,3.7,4,1.081081081,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1645,Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24,1998,21.4,57,2.663551402,39,6,5,4,2,1,10,0.46728972,10,0,0,0,0,0
1646,Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20,2002,6.2,12,1.935483871,8,0,3,0,0,1,3,0.483870968,2,0,1,0,0,0
1647,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,Solly March,ENG,"FW,DF",Brighton,Premier League,28,1994,30.2,140,4.635761589,91,15,19,9,4,2,14,0.463576159,10,1,1,2,0,0
1649,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19,2,0.105263158,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,Federico Marchetti,ITA,GK,Spezia,Serie A,39,1983,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,52,1.911764706,43,0,2,4,3,0,9,0.330882353,8,0,0,0,1,0
1652,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,8,2.580645161,7,0,1,0,0,0,2,0.64516129,2,0,0,0,0,0
1653,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,21,0.850202429,19,1,0,0,1,0,2,0.08097166,2,0,0,0,0,0
1654,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,75,2.396166134,63,7,1,1,1,2,9,0.287539936,8,0,1,0,0,0
1656,Alberto Marí,ESP,"FW,MF",Valencia,La Liga,21,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,13,2.954545455,10,1,0,1,0,1,0,0,0,0,0,0,0,0
1658,Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,14,0.507246377,13,1,0,0,0,0,0,0,0,0,0,0,0,0
1659,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,22,0.817843866,18,0,0,2,1,1,3,0.111524164,3,0,0,0,0,0
1660,Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,1,0.588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,Pablo Marín,ESP,"MF,FW",Real Sociedad,La Liga,19,2003,4,11,2.75,9,0,2,0,0,0,0,0,0,0,0,0,0,0
1662,Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,92,3.262411348,54,34,2,1,1,0,4,0.141843972,1,3,0,0,0,0
1663,Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24,13,0.541666667,11,0,0,2,0,0,4,0.166666667,2,0,0,2,0,0
1665,Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,7,0.395480226,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1666,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Marquinhos,BRA,MF,Arsenal,Premier League,19,2003,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
1668,Marquinhos,BRA,DF,Paris S-G,Ligue 1,28,1994,30.2,19,0.629139073,15,1,0,3,0,0,2,0.066225166,2,0,0,0,0,0
1669,Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,30,1.339285714,23,0,3,3,1,0,1,0.044642857,1,0,0,0,0,0
1671,Roger Martí,ESP,FW,"Elche,Cádiz",La Liga,31,1991,14.4,25,1.736111111,16,0,1,4,1,1,1,0.069444444,1,0,0,0,0,0
1673,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,28,2.568807339,22,0,1,3,1,1,5,0.458715596,2,0,1,1,1,0
1674,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,59,2.87804878,39,18,1,1,0,0,5,0.243902439,4,1,0,0,0,0
1675,Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,21,2000,0.5,4,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1676,Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23,1999,2.3,6,2.608695652,5,0,1,0,0,0,0,0,0,0,0,0,0,0
1677,Carlos Martín,ESP,"FW,MF",Atlético Madrid,La Liga,20,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,34,1.931818182,30,0,1,1,2,0,6,0.340909091,4,0,0,0,2,0
1679,Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,6,1.935483871,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1680,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31,127,4.096774194,89,8,12,12,4,2,17,0.548387097,10,0,2,5,0,0
1681,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,75,2.467105263,65,0,2,3,5,0,9,0.296052632,7,0,0,0,2,0
1682,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,5,0.143266476,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1683,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31,1991,14.9,13,0.872483221,10,0,0,3,0,0,1,0.067114094,1,0,0,0,0,0
1684,Lautaro Martínez,ARG,FW,Inter,Serie A,24,1997,28.6,94,3.286713287,65,2,4,13,9,1,16,0.559440559,9,0,1,3,2,1
